id;weave_title;max_ar;ideal_ar;min_ar;date_uploaded;last_edited;tutorial_articles;other_articles;tags
163;Rhinos in Cages;;5.0;;November 13, 2006, 3:36 am;August 5, 2011, 7:24 pm;;;European||Chain||Modification||Rhino
164;Marching Turtles;;7.5|3.0;;January 1, 2003, 9:35 pm;August 2, 2011, 7:52 pm;;;European||Japanese||Chain||Variant||Helm
165;;;;;;;;;
166;Orbital X;;7.4;;April 16, 2008, 12:06 am;July 26, 2013, 12:03 am;;;Japanese||Chain||Orbital||Variant
167;Captive Inverted Round Sheet;;5.9;;November 10, 2006, 4:36 pm;May 26, 2018, 8:28 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Sheet||Inverted||Captive||Modification
168;Captive 4 in 1 Box;;6.0;;November 10, 2006, 4:36 pm;August 13, 2011, 7:29 pm;;;European||Chain||Captive||Modification
169;Marching Turtles Sheet;;9.0|4.5;;November 8, 2002, 2:37 am;August 2, 2011, 7:53 pm;;;European||Japanese||Sheet||Variant||Helm
17;Japanese 6 in 1 Variant;;2.1|2.5;2.0|2.4;November 12, 2006, 3:21 am;May 1, 2018, 3:01 am;Japanese 6 in 1 Variant;Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory]||Japanese Weaves: Maintaining AR Density With Wire Diameter Adjustments [Japanese,Mail Math,Weave Theory];Japanese||Sheet||Web||Modification
170;Impossible Box;;3.5|7.0;;November 10, 2006, 4:44 pm;August 16, 2011, 3:16 pm;;;European||Japanese||Chain||Inverted||Variant
171;Spiral Cage;;2.7|5.5;;November 13, 2006, 3:42 am;October 19, 2013, 2:50 am;Spiral Cage x3;;Japanese||Chain||Variant
172;Quad-Orbitwist;;8.0|6.5;;November 10, 2006, 4:53 pm;August 16, 2011, 8:58 pm;;;Japanese||Chain||Progression||Variant||Mobius
173;Coyote's Chaos;;3.3;;November 11, 2006, 6:01 am;August 5, 2011, 6:29 pm;;;European||Sheet||Variant||Mage
174;Tri-Orbitwaves;;6.5;;November 10, 2006, 4:50 pm;August 26, 2011, 2:08 am;;;Japanese||Chain||Variant||Mobius
175;M3;;4.0;;November 8, 2002, 2:37 am;August 9, 2011, 9:41 pm;;;Sheet||Web||Radial||Modification||Mobius
176;Reinforced Corduroy;;6.3;;February 16, 2003, 5:20 am;August 3, 2011, 4:37 pm;;;European||Sheet||Modification
177;Starfish;;3.3;;October 24, 2009, 7:42 pm;August 3, 2011, 5:08 pm;;;European||Sheet||Web||Radial||Modification
178;Starfish Base Unit;;3.3;;September 30, 2008, 10:09 am;August 5, 2011, 5:22 pm;;;European||Unit||Modification
179;Captive Roundmaille Sheet;;6.6;;November 10, 2006, 4:37 pm;August 13, 2011, 7:35 pm;;;European||Sheet||Captive||Variant
18;Japanese 4 in 1;;2.1|2.5;2.0|2.4;April 17, 2004, 6:05 am;May 1, 2018, 3:02 am;"Japanese 4 in 1 (CGI; Row Connect) [2]||Japanese 4 in 1 (CGI; Row Connect)||Japanese 4 in 1 (Row Connect)";"Japanese 4 in 1 Bra Top [Patterns,Clothing]||Japanese 4 in 1 Bra; Coins [Patterns,Clothing]||Japanese 4 in 1 Frame Sculpture With Marbles [Sculpture]||Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory]||Scale Maille (Grafted Onto Maille) [Armour,NSR]||Japanese Weaves Using Coins [Armour,NSR]||Japanese Weaves: Maintaining AR Density With Wire Diameter Adjustments [Japanese,Mail Math,Weave Theory]";Japanese||Sheet||Alpha
180;Darwin's Nightmare;;7.4;;November 10, 2006, 4:39 pm;August 13, 2011, 7:37 pm;;;Japanese||Sheet||Web||Radial||Orbital||Variant
181;Three Way Spiral Bind;;6.0;;November 8, 2006, 5:22 pm;August 11, 2011, 9:08 pm;;;Chain||Spiral||Variant||Mobius
182;Persian Feathers;;9.5|6.0;;December 9, 2006, 10:27 pm;August 1, 2011, 9:28 pm;;;Persian||Sheet||Scaled||Modification
183;This Is Not Flat Variant 1;;10.0|8.0|4.0;;November 13, 2006, 3:48 am;August 8, 2011, 8:32 pm;;;Japanese||Chain||Kinged||Scaled||Modification||Mage
184;Spiral Wrap;;4.0;;October 24, 2006, 4:00 pm;August 11, 2011, 9:07 pm;;;Chain||Spiral||Modification||Mobius
185;Captive Inverted Round (Fluctuating);;;;November 10, 2006, 4:41 pm;October 21, 2013, 9:56 pm;;;European||Chain||Inverted||Captive||Modification
186;Spiral 6 in 1;;6.4;;April 20, 2004, 6:17 am;January 31, 2016, 11:56 pm;Spiral 6 in 1 (CGI);Stabilizing Twist of Spiral Chains [Patterns,Spiral Weaves,Basic Techniques];Chain||Spiral||Progression||Variant||Mobius
187;Spiral 8 in 1;;8.5;;February 25, 2005, 11:17 pm;October 22, 2017, 7:47 pm;Spiral 8 in 1 (CGI);;Chain||Spiral||Progression||Variant||Mobius
188;Voodoo;;3.3|5.5;;November 8, 2006, 5:25 pm;January 2, 2018, 12:15 am;Voodoo;;Japanese||Sheet||Variant||Mage||Mobius
189;Captive Persian Round Sheet;;;;November 10, 2006, 4:37 pm;July 25, 2013, 1:05 am;;;Persian||Sheet||Captive||Modification
19;Japanese 8 in 2 Cube;;3.9;3.8;August 12, 2007, 10:14 pm;December 14, 2015, 7:32 pm;Japanese 8 in 2 Cube (CGI);Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||Advanced Maille Basketry [Sculpture]||Educational Experience of Making a Maille House [Sculpture];Japanese||3D||Kinged||Modification
190;H-Ball Sheet;;6.0;;November 11, 2006, 7:00 pm;March 14, 2011, 12:07 am;;;European||Sheet||Web||Variant
191;Lolbelia;;6.6|4.3;;January 27, 2010, 2:08 am;April 1, 2011, 7:53 pm;;;European||Persian||Chain||Variant
192;Ribbed Box Sheet;;;;November 8, 2002, 2:37 am;December 8, 2012, 6:11 pm;;;European||Sheet||Modification
193;Marching Grasshoppers;;5.6|8.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 14, 2004, 9:22 pm;August 16, 2011, 8:47 pm;;;European||Japanese||Chain||Variant||Helm
194;Infinity Chain;;6.7;;January 1, 2003, 10:06 pm;October 9, 2019, 8:20 pm;;;Japanese||Chain||Mobized||Modification
195;Byzee Beez;;4.3;;November 12, 2002, 12:10 am;March 9, 2011, 8:01 pm;;;European||Chain||Modification
196;Prairie Fire;;4.6;;November 14, 2002, 9:25 pm;August 5, 2011, 7:21 pm;;;European||Japanese||Sheet||Variant
197;Roundmaille 6 in 1;;5.6;;October 23, 2006, 1:21 am;August 3, 2011, 4:49 pm;;;European||Chain||Progression||Variant
198;Ladder;;9.2;;May 1, 2004, 4:27 am;June 21, 2011, 7:03 pm;Ladder (CGI);;Japanese||Chain||Orbital||Variant
199;Congested Ladder;;5.2;;March 7, 2004, 10:49 am;July 1, 2011, 7:32 pm;;;Japanese||Chain||Variant||Helm
2;Hizashi 1;;8.0|3.0;;December 28, 2008, 7:41 pm;August 2, 2011, 7:13 pm;Hizashi Subfamily;;Japanese||Sheet||Radial||Modification
20;Japanese 3 in 1;;2.1|2.2;2.0|2.2;October 1, 2008, 4:08 pm;February 2, 2016, 3:46 am;Japanese 3 in 1 (branching)||Japanese 3 in 1 (Link by Rows);"Japanese 3 in 1 Skirt [Patterns,Clothing]||Japanese 3 in 1 Top; Sleeveless [Patterns,Clothing]||Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory]||Japanese Weaves: Maintaining AR Density With Wire Diameter Adjustments [Japanese,Mail Math,Weave Theory]";Japanese||Sheet||Web||Radial||Alpha
200;GSG;;5.0;4.6;May 12, 2010, 2:50 am;July 1, 2014, 1:27 am;GSG||Joining GSG||Starting GSG-Style Half Persian 3 Sheet 6 in 1 - The Easy Way||GSG (ORAAT)||GSG (from CGMaille) (Ex-CGMaille Tutorial);;Persian||Chain||Biased||Variant
201;Full Persian - Dense;;9.8;;November 20, 2002, 9:28 pm;July 31, 2019, 3:53 pm;;"Understanding the Persian Family [Persian,Connections,Weave Theory,Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
202;Killer Bees;;5.2;;April 14, 2004, 7:25 am;August 16, 2011, 3:16 pm;;;Japanese||Sheet||Web||Orbital||Modification
203;Half Persian 2 in 1;;4.0;;August 31, 2009, 4:46 pm;September 18, 2018, 12:58 am;;;Persian||Chain||Alpha
204;Serpent`s Spine;;7.7|5.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 4, 2010, 6:47 pm;June 21, 2011, 7:43 pm;Serpent`s Spine (CGI);;Japanese||Chain||Variant
205;Full Persian Sheet Chain;;6.6;;April 14, 2004, 7:20 am;July 31, 2019, 3:58 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Sheet||Variant
206;Inverted Full Persian Sheet Chain;;6.0;;November 21, 2002, 4:42 am;August 5, 2011, 7:03 pm;;;European||Persian||Chain||Inverted||Variant
207;European 5 in 1 (2);;4.5;;October 22, 2006, 11:02 pm;August 3, 2011, 3:01 pm;European 5 in 1 (2);;European||Sheet||Biased||Variant
208;Octo-Ladder;;8.5;;November 21, 2002, 4:42 am;August 5, 2011, 7:13 pm;;;European||Chain||Inverted||Variant
209;Japanese 8 in 1 Mobius;;4.5|4.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 4:48 pm;August 2, 2011, 7:40 pm;;;Japanese||Sheet||Mobized||Modification
21;Spiral 4 in 1;;4.0;3.4;October 1, 2008, 4:13 pm;January 25, 2013, 2:53 pm;Spiral 4 in 1 (CGI) [2]||Spiral 4 in 1 (CGI)||Spiral 4 in 1||Weaves with Neoprene Rings;Stabilizing Twist of Spiral Chains [Patterns,Spiral Weaves,Basic Techniques];Chain||Spiral||Alpha||Mobius
210;Rhe;;3.5;;November 13, 2006, 3:35 am;July 26, 2013, 12:38 am;;;European||Sheet||Variant||Rhino
211;Yet Another Full Persian Sheet;;7.5;;December 3, 2006, 4:38 pm;July 31, 2019, 3:59 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Sheet||Variant
212;Half Byzantine Plus One;;3.3|5.0;;June 8, 2009, 2:34 am;October 12, 2019, 10:50 pm;Half Byzantine Plus One;;European||Chain||Modification
213;;;;;;;;;
214;Harvest Moon (Joined);;4.7;;November 11, 2006, 7:07 pm;February 6, 2012, 8:11 pm;;;European||Japanese||Sheet||Band||Variant||Helm
215;Harvest Moon Sheet (Merged);;7.0;;November 11, 2006, 7:17 pm;August 2, 2011, 7:02 pm;;;European||Sheet||Variant||Helm
216;True Flat Full Persian Sheet;;9.2;;April 20, 2009, 5:50 pm;December 5, 2019, 2:07 pm;;;Persian||Sheet||Variant
217;Full Persian Ladder;;5.0;;February 11, 2003, 10:36 pm;July 29, 2011, 6:11 pm;;;Persian||Chain||Modification
218;;;;;;;;;
219;Saddle;;4.2|4.9;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 6, 2002, 12:28 am;June 17, 2011, 4:44 pm;;;Japanese||Chain||NSR||Modification
22;Spiral 8 in 2;;4.9;4.6;October 1, 2008, 4:19 pm;February 6, 2014, 3:38 am;;Stabilizing Twist of Spiral Chains [Patterns,Spiral Weaves,Basic Techniques];Chain||Spiral||Kinged||Modification||Mobius
220;Byzantine Web Square;;3.3|5.5;;May 24, 2008, 10:36 pm;August 25, 2019, 3:13 am;Byzantine Web Square (CGI);;European||Sheet||Web||Variant
221;European 4 in 1 Thrice;;10.0|5.0;;February 28, 2010, 7:31 pm;June 27, 2012, 2:34 pm;European 4 in 1 Thrice||European  4 in 1 Thrice (CGI);;European||Sheet||Kinged||Scaled||Variant
222;Train;;4.7;;December 22, 2002, 6:58 pm;August 8, 2011, 9:31 pm;;;European||Chain||Variant
223;Poor King's Scale;;8.0|6.0;;April 20, 2009, 5:53 pm;August 3, 2011, 4:31 pm;;;European||Kinged||Scaled||Modification
224;;;;;;;;;
225;Enigma;;5.5|7.8;;November 11, 2006, 6:48 pm;August 9, 2011, 3:11 pm;;;Japanese||Chain||Variant||Mobius
226;Tao 4;;2.7|5.7;;November 13, 2006, 3:45 am;September 5, 2016, 7:54 pm;;;Japanese||Chain||Progression||Variant
227;Armadillo Skin;;;;November 10, 2006, 5:07 pm;March 8, 2011, 9:17 pm;;;European||Japanese||Sheet||Inverted||NSR||Variant
228;European 4 in 1 Thrice Roundmaille;;9.2|5.2;;October 22, 2006, 10:56 pm;August 3, 2011, 2:58 pm;;;European||Chain||Variant
229;;;;;;;;;
23;Mobius Ball;;9.9;2.0;October 1, 2008, 4:25 pm;March 9, 2013, 4:42 pm;Mobius Ball (CGI);;Unit||Alpha||Mobius
230;;;;;;;;;
231;Devil's Backbone;;6.5|4.5;;November 11, 2006, 6:07 am;August 9, 2011, 3:11 pm;;;Japanese||Chain||Variant||Mobius
232;Full Persian 8 in 1;;8.5;7.8;October 24, 2006, 4:02 pm;July 31, 2019, 3:52 pm;Full Persian 8 in 1 Starting with Half Persian 4 in 1;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Progression||Variant
233;Handle;;6.0;;December 29, 2002, 12:03 am;August 5, 2011, 6:57 pm;;;European||Japanese||Chain||Variant||Rhino
234;Captured Full Persian;;5.8|7.4;;April 9, 2005, 12:41 am;July 31, 2019, 6:00 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Captive||Modification
235;I-Ball;;9.0;;January 1, 2003, 9:11 pm;August 5, 2011, 6:59 pm;;;European||Chain||Variant
236;Tao 3;;4.0|5.0;;May 1, 2004, 4:35 am;November 14, 2018, 11:28 pm;Tao 3;Reinforced Weaves [European,Persian,Weave Theory];Japanese||Chain||Alpha||Helm
237;Turkish H-Ball;;4.0;;November 13, 2006, 3:53 am;August 8, 2011, 8:36 pm;;;European||Chain||Inverted||Captive||Modification
238;Double Backwards HP3-1;;6.5;;April 20, 2009, 5:55 pm;January 1, 2016, 9:11 pm;;;Persian||Band||Modification
239;Spiral And A Lot;;6.0;;November 8, 2006, 5:03 pm;August 11, 2011, 9:05 pm;;;Chain||Spiral||Variant||Mobius
24;Mobius Chain;;4.4;4.2;November 28, 2002, 2:28 am;February 6, 2012, 1:28 am;;;Chain||Mobized||Modification||Mobius
240;Staggered Half Persian 3-1 Sheet 6-1;;5.3;;April 20, 2009, 5:57 pm;January 9, 2016, 12:02 am;;;Persian||Chain||Modification
241;Staggered Japanese 4 in 1 (Japanese 3 in 1);;4.5;;December 9, 2006, 4:55 pm;August 2, 2011, 8:07 pm;;;Japanese||Sheet||Variant
242;;;;;;;;;
243;Birdieballs;;;;January 4, 2003, 8:16 pm;March 8, 2011, 7:56 pm;;;European||Chain||Orbital||Variant
244;Celtic Visions;;3.3|5.3;3.0|5.1;April 22, 2004, 7:43 pm;October 15, 2019, 2:39 am;"Celtic Visions (CGI; Unit by Unit)||Celtic Visions (Long Chain)";Celtic Visions Juggling Ball [Patterns,Accessories]||Advanced Maille Basketry [Sculpture];European||Japanese||Chain||Alpha||Beginner||Helm
245;Half Persian 4 Sheet 6 in 1;;7.6;;December 9, 2006, 9:36 pm;June 13, 2019, 11:40 pm;;;Persian||Sheet||Progression||Variant
246;Disturbed Trinity;;5.0|4.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 10, 2003, 3:26 am;August 2, 2011, 8:51 pm;;;European||Sheet||Variant
247;Celtic Visions Sheet;;5.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 10, 2003, 3:35 am;July 21, 2011, 4:56 pm;;;European||Japanese||Sheet||Variant||Helm
248;Full Persian 8 in 1 Grizzly;;7.4;;October 1, 2008, 3:58 pm;September 14, 2013, 5:31 pm;;;Persian||Chain||Progression||Variant
249;Full Persian With Extra Rings;;;5.5;October 1, 2008, 3:55 pm;July 29, 2011, 6:20 pm;;;Persian||Chain||Variant
25;Flower;;3.9;;October 1, 2008, 4:14 pm;January 24, 2013, 11:12 pm;Flower;;Chain||Modification||Beginner||Mobius
250;Saturn;;2.1|4.2;;October 1, 2008, 3:57 pm;March 20, 2018, 11:45 pm;;;Japanese||Chain||Modification||Mobius
251;Tri-Planar;;8.5;;November 13, 2006, 3:52 am;June 21, 2011, 6:19 pm;;;Persian||Chain||Modification
252;Staggered Captive Inverted Round Sheet;;7.2;5.4;November 8, 2006, 4:23 pm;March 19, 2018, 5:40 pm;Staggered Captive Inverted Round Sheet (Linking CIR Chains)||Staggered Captive Inverted Round Sheet||Staggered Captive Inverted Round Sheet (from CGMaille) (Ex-CGMaille Tutorial);Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory]||Advanced Maille Basketry [Sculpture];European||Sheet||Inverted||Captive||Variant
253;SixOrchid;;5.4;;October 1, 2008, 4:09 pm;August 16, 2011, 9:01 pm;;;European||Chain||Variant
254;Six Leaf Clover Variant;;5.4;;October 1, 2008, 4:10 pm;August 16, 2011, 9:00 pm;;;European||Chain||Variant
255;Tight Pheasible;;5.0;;November 13, 2006, 3:48 am;August 8, 2011, 8:33 pm;;;Chain||Variant||Mage
256;Devil's Stitch;;;;November 11, 2006, 6:11 am;January 2, 2016, 12:07 am;;;Chain||Variant||Mobius
257;Byzantine Web Square Cube;;3.3|5.5;3.2|5.4;June 21, 2008, 1:43 am;March 20, 2018, 6:08 pm;Byzantine Web Square Cube (CGI);;European||3D||Variant
258;European 4-6-8;;5.9|3.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;October 22, 2006, 10:55 pm;August 3, 2011, 3:00 pm;;;European||Chain||Modification
259;Spiralled Binding;;3.3|7.8;;January 31, 2003, 4:38 am;August 5, 2011, 7:31 pm;;;Japanese||Chain||Modification
26;Iguanascale;;3.7|5.3|8.5;;November 8, 2002, 2:37 am;May 28, 2019, 5:12 pm;;;European||Japanese||Sheet||Scaled
260;Scary Weave;;5.0;;April 26, 2008, 10:57 am;October 14, 2019, 1:58 pm;Scary Weave (CGI);;European||Persian||Chain||Alpha||Helm||Rhino
261;Scary Sheet;;5.5;;November 13, 2006, 3:37 am;August 3, 2011, 4:53 pm;;;European||Sheet||Variant||Helm||Rhino
262;Half Persian 3 in 1 Sheet 6 in 1 (Staggered);;7.0;;December 9, 2006, 10:35 pm;August 1, 2011, 7:31 pm;;;Persian||Chain||Variant
263;Centipede;;;;September 28, 2009, 4:46 pm;February 6, 2012, 8:04 pm;;;European||Band||Variant
264;Persian Beads;;5.0;;February 5, 2003, 1:54 am;August 1, 2011, 9:25 pm;;;Persian||Chain||Modification
265;Japanese 4 in 1 Fortified;;4.7|4.5;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 12, 2006, 5:06 am;August 2, 2011, 7:33 pm;;;Japanese||Sheet||Variant
266;Dammeweave;;5.5;;November 11, 2006, 6:05 am;March 10, 2011, 8:34 pm;;;European||Chain||Variant
267;Byzantine Sheet;;3.4;;September 4, 2009, 12:30 am;February 11, 2019, 12:26 pm;;;European||Sheet||Modification
268;Full Persian 4 in 1;;6.7|4.5;;March 4, 2007, 1:19 am;March 11, 2011, 8:41 pm;;;Persian||Chain||Variant
269;This Is Not Water;;4.1|2.0;4.1|2.0;November 25, 2003, 1:26 am;September 6, 2016, 10:35 pm;;;Japanese||Chain||Spiral||Variant
27;Rhinos Snorting Drano;;3.3;;August 6, 2009, 2:59 pm;July 7, 2014, 9:37 pm;Rhinos Snorting Drano (Ex-CGMaille Tutorial);;European||Chain||Alpha||Beginner||Rhino
270;TricyclePenguins;;6.2;;April 14, 2004, 9:12 pm;August 26, 2011, 2:08 am;;;Japanese||Chain||Captive||Orbital||Variant
271;Spiral 5 in 1;;5.0;;November 8, 2006, 5:02 pm;August 11, 2011, 9:04 pm;;;Chain||Spiral||Progression||Variant||Mobius
272;Inverted Spiral;;4.5;;June 8, 2009, 2:50 am;January 9, 2015, 2:50 am;Inverted Spiral (CGI)||Inverted Spiral;;Chain||Spiral||Inverted||Variant||Mobius
273;Half Persian 3/4 in 1 Sheet Hybrid;;5.0|6.0;;December 9, 2006, 9:52 pm;December 8, 2012, 6:08 pm;;;Persian||Sheet||Modification
274;Full Persian Square;;5.5|7.0;;March 24, 2003, 9:34 pm;July 31, 2019, 3:55 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Modification
275;Scale Round;;7.0|6.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 15, 2004, 5:38 am;August 3, 2011, 4:53 pm;;;European||Chain||Modification
276;Captive Orbital Hex Cage;;6.7;4.2|5.5|6.4;March 14, 2005, 7:22 pm;February 10, 2013, 7:41 pm;Captive Orbital Hex Cage (CGI);;Japanese||Sheet||Captive||Orbital||Variant
277;Voodoo Hexagonal;;3.0|5.0;2.4|4.5;February 19, 2006, 1:24 am;January 17, 2018, 3:34 am;;Advanced Maille Basketry [Sculpture];Sheet||Web||Radial||Variant||Mage||Mobius
278;Flowers 4 in 1;;3.3;2.9;June 8, 2009, 3:38 pm;August 3, 2011, 3:13 pm;Flowers 4 in 1 (CGI);;European||Sheet||Modification
279;Hoodoo;;3.2;3.0;October 12, 2009, 2:05 am;April 12, 2018, 1:50 am;Hoodoo Chain (CGI)||Hoodoo Sheet (Connection Method);Happy Hoodoo [Construction,Ring Sizes];Chain||Alpha||Mage||Mobius
28;This Is Not Flat;;5.0|3.0;;November 13, 2006, 3:47 am;August 8, 2011, 8:30 pm;;;Japanese||Chain||Variant||Mage
280;King's Dragonscale;;4.9|7.0|9.1;;April 9, 2003, 4:42 am;November 19, 2012, 12:32 am;King's Dragonscale;;European||Sheet||Kinged||Scaled||Modification||Helm
281;Jacob's Ladder;;4.0;;April 5, 2006, 4:02 am;January 7, 2013, 5:42 pm;Jacob's Ladder (Spiral 3 in 1) (Starting With European 6 in 1)||Jacob's Ladder (Magician's Chain);;European||Chain||Spiral||Variant
282;Hoodoo Sheet;;3.9;;March 6, 2005, 3:40 am;January 2, 2018, 12:22 am;Hoodoo Sheet (CGI)||Hoodoo Sheet (Connection Method);;Sheet||Variant||Mage||Mobius
283;Staggered Byzantine Sheet;;3.5;;February 28, 2007, 5:52 am;July 26, 2013, 3:48 am;;;European||Sheet||Web||Modification
284;Groovy;;4.3;;October 8, 2008, 4:57 am;August 3, 2011, 3:25 pm;;;European||Chain||Inverted||Variant
285;Mizu;;5.5;;October 8, 2008, 4:58 am;August 3, 2011, 4:08 pm;;;European||Chain||Inverted||Variant
286;Japanese 5 in 1 Ball Chain;;2.8;;December 9, 2006, 4:46 pm;August 9, 2019, 1:42 am;;Japanese Balls [Patterns,Sculpture,Japanese,Ornamental];Japanese||Chain||3D||Variant
287;Persian Split;;5.9;;April 4, 2010, 10:19 pm;August 1, 2011, 9:28 pm;Persian Split (CGI);;Persian||Chain||Variant||Helm
288;Flat Full Persian;;6.9;6.6;March 8, 2009, 3:26 am;December 23, 2015, 3:14 am;;;Persian||Chain||Variant
289;Byzantine Twister;;9.0;;December 14, 2005, 5:55 am;August 2, 2011, 8:20 pm;;;European||Chain||Spiral||Mobized||Variant
29;This Is Not A Flat Sheet;;6.0|3.0;;November 13, 2006, 3:46 am;August 8, 2011, 8:31 pm;;;Japanese||Sheet||Variant||Mage
290;Double Maille;;5.0;;September 28, 2009, 4:50 pm;August 2, 2011, 8:53 pm;Double Maille (CGI);;European||Sheet||Variant
291;Half Persian 5 in 1;;7.0;5.7;December 9, 2006, 9:43 pm;August 30, 2018, 4:09 pm;Half Persian 5 in 1 (CGI);"Adding Half Persian Trim/ European-Persian Ratios [Patterns,European,Persian,Weave Theory,Theory]||Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Progression||Variant
292;Semi-Orbital Japanese 4 in 1 Ladder;;6.0;;November 10, 2006, 4:54 pm;February 6, 2012, 8:44 pm;;;Japanese||Band||Variant
293;Eye Period Questionmark Sheet 4;;2.9|4.8;;October 1, 2008, 3:50 pm;October 2, 2011, 12:26 am;;;European||Japanese||Sheet||Variant||Helm
294;Double Flower Chain;;6.2;;July 9, 2003, 10:51 pm;August 9, 2011, 9:26 pm;;;Chain||Modification||Mobius
295;Petal Maille;;7.7|4.6;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 14, 2005, 5:51 am;October 10, 2019, 1:00 pm;;;Japanese||Sheet||Radial||Mobized||Modification
296;Fantastapotamus;;3.0|7.0;;July 20, 2003, 8:09 pm;December 8, 2012, 6:11 pm;;;European||Chain||Modification||Helm
